measure,quantile,time,sex,age,ethnic,value
mx,2.50%,2017-19,Male,13 years,Asian,1.20E-04
lx,2.50%,2017-19,Male,30 years,Maori,97040
Lx,50%,2017-19,Female,67 years,nonMaori,91711
qx,50%,2017-19,Male,70 years,nonMaori,0.0145
mx,97.50%,2017-19,Male,45 years,Maori,0.00442
px,97.50%,2017-19,Male,21 years,European or Other,0.99943
ex,2.50%,2017-19,Female,16 years,Maori,61.35
dx,50%,2017-19,Male,4 years,nonMaori,14
lx,2.50%,2017-19,Male,3 years,Total,99406
Lx,50%,2017-19,Female,45 years,Total,97818
dx,2.50%,2017-19,Male,19 years,Asian,19
lx,2.50%,2017-19,Female,87 years,Asian,62003
lx,50%,2017-19,Male,6 years,Maori,99267
Lx,2.50%,2017-19,Female,49 years,Total,97131
dx,97.50%,2017-19,Male,93 years,Total,2892
ex,2.50%,2017-19,Female,9 years,nonMaori,75.68
mx,97.50%,2017-19,Male,64 years,Pacific,0.01908
qx,2.50%,2017-19,Female,93 years,nonMaori,0.17747
lx,2.50%,2017-19,Female,100 years,nonMaori,2843
mx,2.50%,2017-19,Female,88 years,Pacific,0.11314
mx,2.50%,2017-19,Male,48 years,Asian,8.10E-04
ex,97.50%,2017-19,Female,49 years,Total,36.06
mx,97.50%,2017-19,Female,22 years,Total,4.50E-04
Lx,2.50%,2017-19,Female,15 years,Pacific,99037
px,97.50%,2017-19,Male,61 years,European or Other,0.99418
qx,97.50%,2017-19,Male,52 years,Pacific,0.00625
qx,97.50%,2017-19,Female,10 years,Total,1.00E-04
qx,2.50%,2017-19,Male,18 years,Maori,7.40E-04
Lx,97.50%,2017-19,Female,5 years,European or Other,99705
Lx,50%,2017-19,Female,38 years,Asian,99157
dx,97.50%,2017-19,Female,7 years,European or Other,7
Lx,50%,2017-19,Female,49 years,Asian,98626
qx,50%,2017-19,Male,85 years,Pacific,0.1143
ex,50%,2017-19,Male,37 years,nonMaori,45.14
Lx,50%,2017-19,Female,64 years,European or Other,93582
Lx,2.50%,2017-19,Female,55 years,Asian,97791
px,2.50%,2017-19,Female,105 years and over,Total,0
Lx,50%,2017-19,Male,102 years,Total,442
qx,2.50%,2017-19,Male,38 years,Pacific,0.00164
px,50%,2017-19,Female,56 years,Asian,0.99854
px,50%,2017-19,Male,4 years,Maori,0.9998
ex,97.50%,2017-19,Female,60 years,Pacific,22.96
lx,97.50%,2017-19,Female,86 years,Maori,31477
Lx,2.50%,2017-19,Female,69 years,European or Other,90179
dx,97.50%,2017-19,Male,40 years,Pacific,263
mx,2.50%,2017-19,Female,92 years,European or Other,0.17339
dx,97.50%,2017-19,Male,78 years,nonMaori,2794
qx,97.50%,2017-19,Male,11 years,Asian,2.10E-04
Lx,50%,2017-19,Male,51 years,Pacific,92645
px,2.50%,2017-19,Male,85 years,European or Other,0.90248
lx,97.50%,2017-19,Male,62 years,Pacific,85929
ex,50%,2017-19,Female,73 years,Asian,17.34
px,97.50%,2017-19,Male,80 years,Total,0.95178
lx,97.50%,2017-19,Male,38 years,European or Other,98042
lx,50%,2017-19,Male,39 years,nonMaori,97849
ex,2.50%,2017-19,Female,35 years,Maori,43.15
qx,2.50%,2017-19,Male,68 years,Maori,0.02406
px,97.50%,2017-19,Female,92 years,nonMaori,0.83978
dx,97.50%,2017-19,Male,12 years,Asian,22
dx,2.50%,2017-19,Male,73 years,Pacific,2220
mx,2.50%,2017-19,Male,68 years,Asian,0.00612
Lx,50%,2017-19,Female,27 years,nonMaori,99136
px,2.50%,2017-19,Female,24 years,Asian,0.99978
mx,2.50%,2017-19,Female,97 years,Total,0.28559
ex,50%,2017-19,Male,73 years,Asian,15.95
Lx,97.50%,2017-19,Male,43 years,Total,96917
dx,97.50%,2017-19,Male,59 years,Pacific,1021
ex,2.50%,2017-19,Male,67 years,Total,17.67
mx,2.50%,2017-19,Male,64 years,European or Other,0.00781
px,2.50%,2017-19,Female,34 years,European or Other,0.99945
lx,50%,2017-19,Female,51 years,Total,96954
Lx,2.50%,2017-19,Male,34 years,Asian,98726
px,97.50%,2017-19,Male,68 years,Asian,0.9939
Lx,50%,2017-19,Female,61 years,Maori,87067
dx,97.50%,2017-19,Male,6 years,nonMaori,12
px,50%,2017-19,Female,90 years,European or Other,0.86763
dx,97.50%,2017-19,Female,14 years,nonMaori,14
lx,97.50%,2017-19,Female,16 years,Maori,99328
qx,97.50%,2017-19,Female,60 years,nonMaori,0.00391
px,2.50%,2017-19,Male,59 years,Maori,0.98352
ex,50%,2017-19,Male,19 years,Asian,66.6
qx,50%,2017-19,Female,80 years,Asian,0.02118
dx,2.50%,2017-19,Male,57 years,Pacific,586
dx,2.50%,2017-19,Female,9 years,European or Other,4
lx,97.50%,2017-19,Female,75 years,Maori,64624
px,50%,2017-19,Male,35 years,European or Other,0.99906
dx,97.50%,2017-19,Female,12 years,nonMaori,10
qx,97.50%,2017-19,Male,74 years,nonMaori,0.02476
lx,97.50%,2017-19,Male,14 years,European or Other,99557
lx,2.50%,2017-19,Male,84 years,Maori,26641
lx,2.50%,2017-19,Female,65 years,Total,91605
px,50%,2017-19,Male,28 years,nonMaori,0.9994
px,97.50%,2017-19,Male,73 years,Pacific,0.96638
dx,97.50%,2017-19,Female,29 years,Maori,106
ex,2.50%,2017-19,Male,55 years,Pacific,23.71
lx,2.50%,2017-19,Male,3 years,European or Other,99566
ex,97.50%,2017-19,Male,96 years,Total,2.85
lx,97.50%,2017-19,Female,36 years,Total,98664
ex,97.50%,2017-19,Female,46 years,Maori,33.42
mx,2.50%,2017-19,Female,78 years,European or Other,0.02458
px,2.50%,2017-19,Male,7 years,Asian,0.9998
mx,97.50%,2017-19,Female,32 years,European or Other,4.70E-04
lx,97.50%,2017-19,Female,40 years,European or Other,98784
mx,50%,2017-19,Female,22 years,European or Other,3.30E-04
ex,2.50%,2017-19,Male,3 years,Total,77.3
qx,97.50%,2017-19,Male,73 years,Asian,0.01598
px,97.50%,2017-19,Male,65 years,European or Other,0.99172
px,2.50%,2017-19,Female,54 years,Maori,0.99313
Lx,97.50%,2017-19,Female,69 years,Asian,94994
qx,2.50%,2017-19,Female,55 years,Total,0.00279
ex,97.50%,2017-19,Female,6 years,Pacific,74.04
px,97.50%,2017-19,Male,38 years,Maori,0.99792
qx,2.50%,2017-19,Female,6 years,nonMaori,6.00E-05
Lx,50%,2017-19,Female,1 years,European or Other,99710
ex,97.50%,2017-19,Female,31 years,nonMaori,54.16
qx,2.50%,2017-19,Female,30 years,European or Other,3.10E-04
lx,2.50%,2017-19,Male,44 years,Asian,98255
qx,2.50%,2017-19,Female,6 years,Pacific,1.00E-04
ex,2.50%,2017-19,Male,6 years,Pacific,69.51
ex,97.50%,2017-19,Male,90 years,nonMaori,4.17
dx,97.50%,2017-19,Female,87 years,Pacific,4124
ex,97.50%,2017-19,Female,49 years,Maori,30.71
Lx,50%,2017-19,Male,50 years,European or Other,96163
dx,50%,2017-19,Male,84 years,Maori,2971
Lx,97.50%,2017-19,Male,76 years,Pacific,57662
dx,2.50%,2017-19,Female,67 years,Total,712
Lx,97.50%,2017-19,Female,3 years,European or Other,99722
dx,97.50%,2017-19,Male,10 years,European or Other,11
qx,50%,2017-19,Male,41 years,nonMaori,0.00112
dx,50%,2017-19,Female,91 years,Pacific,2878
dx,50%,2017-19,Male,9 years,nonMaori,9
dx,97.50%,2017-19,Male,62 years,Pacific,1308
px,50%,2017-19,Male,35 years,nonMaori,0.99919
qx,50%,2017-19,Male,96 years,European or Other,0.27957
mx,2.50%,2017-19,Female,6 years,Asian,7.00E-05
lx,2.50%,2017-19,Female,16 years,European or Other,99528
ex,97.50%,2017-19,Male,8 years,Maori,66.29
lx,2.50%,2017-19,Male,69 years,nonMaori,85561
px,97.50%,2017-19,Male,12 years,nonMaori,0.99989
mx,97.50%,2017-19,Female,101 years,Total,0.45637
mx,50%,2017-19,Male,14 years,European or Other,1.90E-04
dx,2.50%,2017-19,Female,43 years,nonMaori,72
Lx,2.50%,2017-19,Male,2 years,Maori,99248
mx,2.50%,2017-19,Female,36 years,Pacific,9.10E-04
Lx,97.50%,2017-19,Female,97 years,Total,7334
qx,97.50%,2017-19,Male,7 years,Asian,2.00E-04
px,97.50%,2017-19,Female,91 years,Pacific,0.86184
px,50%,2017-19,Female,79 years,Maori,0.94361
dx,2.50%,2017-19,Female,39 years,Total,64
mx,2.50%,2017-19,Female,70 years,Maori,0.02359
ex,97.50%,2017-19,Female,22 years,Maori,56.15
px,2.50%,2017-19,Male,20 years,nonMaori,0.99933
Lx,2.50%,2017-19,Male,69 years,Maori,67110
qx,2.50%,2017-19,Male,84 years,Maori,0.09549
mx,50%,2017-19,Female,71 years,Asian,0.00711
Lx,50%,2017-19,Male,87 years,European or Other,35446
dx,2.50%,2017-19,Male,1 years,Asian,9
px,50%,2017-19,Male,76 years,nonMaori,0.97089
dx,2.50%,2017-19,Female,41 years,Total,74
ex,97.50%,2017-19,Male,21 years,Asian,65.07
Lx,50%,2017-19,Female,44 years,European or Other,98373
dx,97.50%,2017-19,Male,11 years,Pacific,32
px,50%,2017-19,Male,94 years,nonMaori,0.76313
lx,50%,2017-19,Female,40 years,Asian,99113
lx,2.50%,2017-19,Male,57 years,Pacific,88762
qx,2.50%,2017-19,Female,40 years,Maori,0.0013
Lx,97.50%,2017-19,Male,38 years,Total,97556
Lx,50%,2017-19,Male,14 years,Pacific,99040
lx,2.50%,2017-19,Female,62 years,Pacific,88628
px,97.50%,2017-19,Female,49 years,European or Other,0.99876
lx,2.50%,2017-19,Female,70 years,Maori,74093
qx,2.50%,2017-19,Female,88 years,Asian,0.06762
mx,97.50%,2017-19,Male,71 years,Pacific,0.03921
px,2.50%,2017-19,Female,3 years,Asian,0.99984
dx,50%,2017-19,Female,28 years,Maori,87
px,50%,2017-19,Male,19 years,Asian,0.99975
mx,50%,2017-19,Female,11 years,European or Other,6.00E-05
qx,97.50%,2017-19,Female,77 years,Asian,0.01721
lx,50%,2017-19,Female,95 years,European or Other,14709
mx,97.50%,2017-19,Male,14 years,Total,3.10E-04
Lx,2.50%,2017-19,Female,44 years,Total,97839
mx,97.50%,2017-19,Male,17 years,nonMaori,4.70E-04
ex,97.50%,2017-19,Female,96 years,Total,3.09
mx,2.50%,2017-19,Female,19 years,Maori,4.90E-04
Lx,97.50%,2017-19,Female,24 years,nonMaori,99282
lx,97.50%,2017-19,Female,23 years,nonMaori,99327
ex,97.50%,2017-19,Female,27 years,European or Other,58.13
mx,50%,2017-19,Male,50 years,Pacific,0.00468
ex,97.50%,2017-19,Female,53 years,Pacific,29.01
ex,50%,2017-19,Male,27 years,European or Other,54.78
lx,2.50%,2017-19,Male,14 years,Pacific,98895
lx,50%,2017-19,Female,34 years,Pacific,98325
lx,2.50%,2017-19,Male,77 years,Pacific,52731
mx,2.50%,2017-19,Male,50 years,European or Other,0.00211
ex,2.50%,2017-19,Male,53 years,Pacific,25.39
lx,97.50%,2017-19,Female,89 years,nonMaori,41792
qx,97.50%,2017-19,Male,22 years,Maori,0.00154
ex,50%,2017-19,Female,66 years,Pacific,17.77
mx,97.50%,2017-19,Female,45 years,Maori,0.00293
dx,97.50%,2017-19,Male,7 years,Total,12
ex,50%,2017-19,Male,55 years,Total,27.77
mx,97.50%,2017-19,Female,46 years,Total,0.00146
dx,97.50%,2017-19,Male,79 years,European or Other,3098
qx,50%,2017-19,Male,22 years,Asian,2.80E-04
mx,50%,2017-19,Female,83 years,Total,0.05419
Lx,97.50%,2017-19,Female,100 years and over,Maori,8743
px,2.50%,2017-19,Female,86 years,Pacific,0.87716
Lx,50%,2017-19,Male,72 years,European or Other,81563
mx,97.50%,2017-19,Female,9 years,Maori,2.00E-04
px,50%,2017-19,Male,20 years,Total,0.99929
Lx,97.50%,2017-19,Male,10 years,Total,99412
px,50%,2017-19,Female,77 years,Asian,0.98539
qx,2.50%,2017-19,Male,69 years,Total,0.01384
lx,50%,2017-19,Female,19 years,Asian,99509
Lx,97.50%,2017-19,Male,10 years,Maori,99278
px,2.50%,2017-19,Male,80 years,Asian,0.9663
ex,2.50%,2017-19,Female,25 years,Asian,63
mx,97.50%,2017-19,Male,75 years,Maori,0.05517
ex,97.50%,2017-19,Male,100 years,Pacific,3.92
dx,2.50%,2017-19,Male,100 years and over,Pacific,261
Lx,2.50%,2017-19,Male,77 years,European or Other,71390
qx,50%,2017-19,Male,43 years,Pacific,0.00264
dx,2.50%,2017-19,Male,8 years,Maori,13
mx,97.50%,2017-19,Female,31 years,Maori,0.00124
qx,97.50%,2017-19,Female,93 years,Total,0.19107
Lx,50%,2017-19,Female,48 years,Total,97401
mx,50%,2017-19,Male,38 years,European or Other,0.00101
ex,2.50%,2017-19,Male,74 years,Total,12.4
lx,97.50%,2017-19,Male,24 years,European or Other,99099
px,2.50%,2017-19,Female,31 years,European or Other,0.99956
mx,50%,2017-19,Female,62 years,European or Other,0.00448
px,97.50%,2017-19,Male,11 years,Maori,0.9998
lx,50%,2017-19,Female,93 years,European or Other,22622
dx,97.50%,2017-19,Male,80 years,Maori,3551
px,2.50%,2017-19,Female,6 years,European or Other,0.99992
dx,50%,2017-19,Female,70 years,European or Other,843
qx,97.50%,2017-19,Female,89 years,Asian,0.10583
qx,50%,2017-19,Male,43 years,European or Other,0.00131
qx,97.50%,2017-19,Female,31 years,Pacific,9.10E-04
ex,2.50%,2017-19,Female,1 years,Maori,76.14
px,97.50%,2017-19,Male,24 years,European or Other,0.9994
mx,50%,2017-19,Male,74 years,Total,0.02537
lx,97.50%,2017-19,Male,34 years,Asian,99033
lx,97.50%,2017-19,Female,6 years,nonMaori,99586
Lx,2.50%,2017-19,Female,19 years,Asian,99396
Lx,97.50%,2017-19,Female,105 years and over,Total,733
px,97.50%,2017-19,Male,19 years,Pacific,0.99954
mx,97.50%,2017-19,Female,6 years,Maori,1.80E-04
ex,97.50%,2017-19,Female,3 years,nonMaori,81.81
ex,97.50%,2017-19,Female,78 years,Total,11.36
px,2.50%,2017-19,Male,80 years,Total,0.94786
px,97.50%,2017-19,Female,0 years,European or Other,0.99759
px,2.50%,2017-19,Male,11 years,European or Other,0.99988
dx,97.50%,2017-19,Male,68 years,Maori,2073
Lx,2.50%,2017-19,Male,14 years,Asian,99328
mx,97.50%,2017-19,Male,36 years,Asian,4.80E-04
ex,97.50%,2017-19,Female,91 years,nonMaori,4.4
ex,97.50%,2017-19,Female,60 years,nonMaori,26.48
mx,2.50%,2017-19,Female,89 years,Maori,0.12788
dx,97.50%,2017-19,Female,60 years,Maori,1059
dx,97.50%,2017-19,Female,61 years,nonMaori,398
px,2.50%,2017-19,Female,41 years,Pacific,0.99806
px,97.50%,2017-19,Male,36 years,Maori,0.99821
mx,2.50%,2017-19,Female,34 years,Maori,9.60E-04
Lx,97.50%,2017-19,Female,81 years,Maori,45869
mx,50%,2017-19,Male,38 years,Maori,0.00243
dx,97.50%,2017-19,Male,26 years,Asian,39
px,50%,2017-19,Female,40 years,Total,0.99922
qx,97.50%,2017-19,Female,28 years,Total,4.30E-04
px,50%,2017-19,Male,55 years,European or Other,0.99634
mx,50%,2017-19,Male,53 years,European or Other,0.00316
ex,50%,2017-19,Male,80 years,nonMaori,8.64
ex,50%,2017-19,Female,64 years,European or Other,22.86
px,50%,2017-19,Female,17 years,Total,0.99971
ex,50%,2017-19,Male,21 years,nonMaori,60.57
dx,50%,2017-19,Female,56 years,nonMaori,252
mx,97.50%,2017-19,Female,68 years,Total,0.00963
Lx,2.50%,2017-19,Male,15 years,Maori,98883
qx,50%,2017-19,Female,66 years,Total,0.00781
mx,2.50%,2017-19,Female,47 years,Maori,0.00272
Lx,2.50%,2017-19,Male,5 years,Asian,99480
dx,2.50%,2017-19,Female,69 years,nonMaori,758
lx,97.50%,2017-19,Male,18 years,Asian,99474
px,97.50%,2017-19,Male,57 years,Maori,0.98936
lx,2.50%,2017-19,Female,54 years,Pacific,93428
lx,50%,2017-19,Male,19 years,Maori,98748
px,50%,2017-19,Male,24 years,nonMaori,0.99935
px,97.50%,2017-19,Male,46 years,Maori,0.99636
qx,2.50%,2017-19,Male,5 years,nonMaori,9.00E-05
ex,50%,2017-19,Male,65 years,Total,19.33
px,50%,2017-19,Male,53 years,nonMaori,0.99678
lx,50%,2017-19,Female,78 years,Maori,55293
dx,50%,2017-19,Male,13 years,Pacific,27
dx,50%,2017-19,Female,89 years,Pacific,3321
px,97.50%,2017-19,Female,36 years,European or Other,0.99955
ex,50%,2017-19,Male,43 years,Maori,33.17
px,50%,2017-19,Male,44 years,nonMaori,0.9986
px,97.50%,2017-19,Female,36 years,Total,0.99948
px,2.50%,2017-19,Male,10 years,European or Other,0.99989
qx,50%,2017-19,Female,60 years,Total,0.00446
ex,97.50%,2017-19,Female,73 years,Pacific,13.13
lx,2.50%,2017-19,Male,76 years,European or Other,74757
Lx,97.50%,2017-19,Male,12 years,nonMaori,99449
dx,97.50%,2017-19,Male,5 years,nonMaori,14
Lx,2.50%,2017-19,Female,83 years,European or Other,64390
Lx,50%,2017-19,Male,73 years,Maori,58722
lx,97.50%,2017-19,Male,15 years,Total,99330
dx,97.50%,2017-19,Male,4 years,Pacific,27
ex,97.50%,2017-19,Male,24 years,Maori,50.89
Lx,50%,2017-19,Male,59 years,Maori,83847
lx,50%,2017-19,Male,75 years,Total,74333
px,97.50%,2017-19,Male,84 years,Asian,0.95523
dx,50%,2017-19,Female,35 years,European or Other,51
Lx,2.50%,2017-19,Female,48 years,Maori,94877
ex,50%,2017-19,Male,55 years,Pacific,24.11
dx,50%,2017-19,Male,93 years,nonMaori,2930
mx,97.50%,2017-19,Female,100 years and over,Maori,0.51133
px,97.50%,2017-19,Male,44 years,nonMaori,0.99873
dx,50%,2017-19,Female,53 years,nonMaori,206
lx,2.50%,2017-19,Female,100 years,Asian,5423
px,50%,2017-19,Male,79 years,Maori,0.92899
dx,97.50%,2017-19,Male,6 years,Pacific,25
Lx,2.50%,2017-19,Male,16 years,Asian,99283
qx,2.50%,2017-19,Female,99 years,nonMaori,0.30097
qx,2.50%,2017-19,Female,72 years,Total,0.0138
px,50%,2017-19,Male,50 years,European or Other,0.9977
mx,2.50%,2017-19,Male,53 years,Pacific,0.00516
lx,97.50%,2017-19,Male,44 years,nonMaori,97402
mx,2.50%,2017-19,Male,43 years,Maori,0.00286
mx,50%,2017-19,Female,20 years,Total,3.70E-04
dx,97.50%,2017-19,Male,30 years,European or Other,81
dx,2.50%,2017-19,Male,60 years,Maori,1141
mx,50%,2017-19,Male,0 years,Pacific,0.00678
lx,50%,2017-19,Male,13 years,Maori,99114
ex,50%,2017-19,Male,46 years,nonMaori,36.56
lx,97.50%,2017-19,Male,80 years,Pacific,46605
mx,50%,2017-19,Male,39 years,Total,0.00121
Lx,50%,2017-19,Male,71 years,Pacific,69573
lx,50%,2017-19,Female,3 years,nonMaori,99573
Lx,50%,2017-19,Male,76 years,nonMaori,73716
ex,50%,2017-19,Male,53 years,European or Other,30.11
lx,2.50%,2017-19,Male,26 years,Total,98490
Lx,50%,2017-19,Female,43 years,Pacific,97072
lx,2.50%,2017-19,Female,10 years,Total,99419
px,50%,2017-19,Male,27 years,Pacific,0.999
Lx,97.50%,2017-19,Female,57 years,Asian,97941
mx,2.50%,2017-19,Female,1 years,nonMaori,2.00E-04
qx,97.50%,2017-19,Female,89 years,Total,0.123
Lx,97.50%,2017-19,Female,12 years,Asian,99668
ex,2.50%,2017-19,Female,25 years,European or Other,59.9
dx,50%,2017-19,Female,70 years,Total,939
px,50%,2017-19,Male,14 years,nonMaori,0.9998
qx,2.50%,2017-19,Female,53 years,nonMaori,0.00196
qx,2.50%,2017-19,Male,12 years,Pacific,1.70E-04
lx,97.50%,2017-19,Female,81 years,nonMaori,72653
lx,97.50%,2017-19,Male,37 years,nonMaori,98120
px,50%,2017-19,Female,31 years,Asian,0.99982
qx,50%,2017-19,Female,67 years,Maori,0.02004
lx,97.50%,2017-19,Female,85 years,Maori,34711
lx,97.50%,2017-19,Female,18 years,Total,99380
dx,50%,2017-19,Female,72 years,Total,1245
Lx,2.50%,2017-19,Male,20 years,Asian,99178
px,97.50%,2017-19,Male,0 years,Maori,0.99477
px,2.50%,2017-19,Female,35 years,Pacific,0.9987
px,50%,2017-19,Male,82 years,European or Other,0.93595
ex,50%,2017-19,Male,36 years,Pacific,41.06
px,2.50%,2017-19,Male,23 years,Asian,0.99961
px,2.50%,2017-19,Female,38 years,European or Other,0.99935
mx,50%,2017-19,Male,88 years,Pacific,0.16395
dx,50%,2017-19,Female,9 years,Total,8
lx,97.50%,2017-19,Male,10 years,Pacific,99299
mx,2.50%,2017-19,Female,88 years,Asian,0.06999
dx,50%,2017-19,Male,27 years,European or Other,69
mx,2.50%,2017-19,Female,54 years,European or Other,0.00207
qx,2.50%,2017-19,Male,60 years,nonMaori,0.00558
dx,97.50%,2017-19,Female,78 years,nonMaori,2148
mx,50%,2017-19,Female,43 years,Maori,0.00213
Lx,97.50%,2017-19,Male,92 years,Maori,7760
mx,2.50%,2017-19,Female,40 years,Pacific,0.00122
px,97.50%,2017-19,Male,52 years,Asian,0.99872
Lx,97.50%,2017-19,Female,63 years,European or Other,94243
px,97.50%,2017-19,Female,67 years,Pacific,0.98807
qx,97.50%,2017-19,Male,39 years,Maori,0.00278
px,50%,2017-19,Male,56 years,Total,0.99518
mx,50%,2017-19,Female,5 years,Maori,1.40E-04
qx,50%,2017-19,Female,84 years,nonMaori,0.05909
px,2.50%,2017-19,Female,27 years,Asian,0.99978
mx,97.50%,2017-19,Male,10 years,Total,1.40E-04
ex,50%,2017-19,Female,17 years,nonMaori,67.83
mx,2.50%,2017-19,Male,80 years,Pacific,0.06548
qx,2.50%,2017-19,Female,34 years,European or Other,4.10E-04
Lx,50%,2017-19,Male,100 years and over,European or Other,2780
ex,97.50%,2017-19,Female,28 years,European or Other,57.15
ex,2.50%,2017-19,Female,30 years,European or Other,55
ex,2.50%,2017-19,Female,48 years,European or Other,37.53
qx,2.50%,2017-19,Male,10 years,nonMaori,8.00E-05
ex,2.50%,2017-19,Male,31 years,European or Other,50.83
qx,50%,2017-19,Female,48 years,nonMaori,0.00132
mx,2.50%,2017-19,Male,78 years,Total,0.03881
lx,97.50%,2017-19,Male,33 years,Total,98091
mx,97.50%,2017-19,Male,51 years,Pacific,0.00595
mx,50%,2017-19,Female,90 years,Total,0.14349
Lx,2.50%,2017-19,Male,21 years,nonMaori,98990
Lx,97.50%,2017-19,Male,36 years,Total,97766
px,2.50%,2017-19,Female,69 years,Pacific,0.97962
mx,2.50%,2017-19,Male,51 years,Total,0.00299
Lx,97.50%,2017-19,Female,50 years,Pacific,95722
ex,50%,2017-19,Male,1 years,Total,79.35
px,97.50%,2017-19,Female,19 years,nonMaori,0.99977
mx,2.50%,2017-19,Male,87 years,Pacific,0.12471
qx,50%,2017-19,Female,1 years,Total,3.00E-04
ex,2.50%,2017-19,Male,98 years,Asian,2.2
lx,2.50%,2017-19,Male,55 years,European or Other,94729
ex,2.50%,2017-19,Male,14 years,nonMaori,67.3
Lx,97.50%,2017-19,Female,82 years,European or Other,68460
dx,2.50%,2017-19,Female,48 years,Maori,291
lx,2.50%,2017-19,Female,0 years,nonMaori,100000
dx,50%,2017-19,Female,51 years,Asian,96
ex,50%,2017-19,Male,10 years,Total,70.46
lx,50%,2017-19,Female,62 years,Maori,86566
mx,97.50%,2017-19,Male,14 years,Maori,5.70E-04
qx,97.50%,2017-19,Male,50 years,Total,0.0031
dx,97.50%,2017-19,Male,61 years,nonMaori,620
ex,2.50%,2017-19,Male,71 years,European or Other,14.73
ex,97.50%,2017-19,Male,90 years,European or Other,4.16
dx,50%,2017-19,Female,18 years,Asian,14
px,2.50%,2017-19,Male,36 years,Asian,0.99952
Lx,97.50%,2017-19,Female,40 years,Maori,97235
qx,2.50%,2017-19,Male,3 years,Asian,9.00E-05
ex,97.50%,2017-19,Male,64 years,European or Other,20.55
mx,50%,2017-19,Male,22 years,Maori,0.00131
ex,2.50%,2017-19,Male,90 years,Maori,3.5
qx,2.50%,2017-19,Female,33 years,Maori,9.20E-04
dx,2.50%,2017-19,Male,7 years,nonMaori,7
px,2.50%,2017-19,Male,36 years,European or Other,0.99893
mx,2.50%,2017-19,Male,30 years,Asian,2.30E-04
